Kode Barang,Barang,Tanggal,Tipe Transaksi,No. Transaksi,Deskripsi,Mutasi,Stok di Tangan,Unit,Harga Rata-Rata,Harga Beli/Jual,Nilai
"",* ACER 3 A314 - 35 N5100 4GB 256GB SSD,30/06/2023,Saldo Awal,"","","",0.0,UNIT,4011326.78841,4594594.594595,0.0
"",* ACER 3 A314 22 AMD 3020E 4GB 256GB SSD,30/06/2023,Saldo Awal,"","","",0.0,UNIT,3547991.823848,3693693.693694,0.0
"",* ACER 3 A314 22 AMD ATHLON SILVER 3050U 4GB SSD 256GB WIN 11,30/06/2023,Saldo Awal,"","","",0.0,UNIT,3761261.261261,3873873.873874,0.0
"",* ACER 3 A314 23M RYZEN 5 7520U 8GB 512GB SSD WIN 11 PURE SILVER,08/12/2023,Purchase Invoice,JL.2312.02585,"",1.0,1.0,UNIT,5932432.432432,5932432.432432,5932432.432432
"",* ACER 3 A314 23M RYZEN 5 7520U 8GB 512GB SSD WIN 11 PURE SILVER,14/12/2023,Sales Invoice,JL.2023.35951,"",-1.0,0.0,UNIT,5932432.432432,6576576.576577,0.0
"",* ACER 3 A314 36M Ci3-N305 / 8GB / 512GB SSD WIN 11,30/06/2023,Saldo Awal,"","","",7.0,UNIT,5635680.323181,5585585.585586,39449762.262267
"",* ACER 3 A314 36M Ci3-N305 / 8GB / 512GB SSD WIN 11,04/07/2023,Sales Invoice,JL.2023.17842,"",-1.0,6.0,UNIT,5635680.323181,5405405.405405,33814081.939086
"",* ACER 3 A314 36M Ci3-N305 / 8GB / 512GB SSD WIN 11,05/07/2023,Sales Invoice,JL.2023.17906,"7.950.000 - 11,5% = 7.035.750 - HARGA ASLI 6.800.000 = 235.750

CB UDAH 

IBU SUHARTI SIPLAH",-1.0,5.0,UNIT,5635680.323181,5585585.585586,28178401.615904998
"",* ACER 3 A314 36M Ci3-N305 / 8GB / 512GB SSD WIN 11,10/07/2023,Sales Invoice,JL.2023.18472,"",-1.0,4.0,UNIT,5635680.323181,5945945.945946,22542721.292724
"",* ACER 3 A314 36M Ci3-N305 / 8GB / 512GB SSD WIN 11,10/07/2023,Sales Invoice,JL.2023.18478,"",-1.0,3.0,UNIT,5635680.323181,5585585.585586,16907040.969543
