Tanggal,Tipe Transaksi,Nomor Transaksi,Nama Panggilan,Status Hari Ini,Memo,Total,Sisa Tagihan,Tanggal Jatuh Tempo,Jumlah Kena Pajak,Total Pajak,Pembayaran,Email,Alamat Penagihan,Alamat Pengiriman,No Ref,Tag,Gudang,Nama Produk,Kode Produk,Deskripsi,Kuantitas,Satuan,Harga per Unit,Diskon Per Baris %,Tarif Pajak,Jumlah Pajak,Jumlah Kena Pajak per Baris,Jumlah Per Baris,Diskon,Pesan,Biaya Pengiriman,Jumlah Pemotongan,Nama Perusahaan,Nomor Pajak,Nomor Ponsel,Nomor Telepon,Sisa Tagihan Hari Ini,Diskon %
01/04/2024,Faktur Pembelian,PJL-24-04-00003,PT. Surya Makmur Kreasindo (HJ),Lunas,"",38899999.999994,0.0,15/04/2024,35045045.04504,3854954.954954,38899999.999994,"",SURABAYA,"","",CV TIGA NUSA,"",* PRINTER EPSON L121,"","",5.0,UNIT,1346846.846847,0.00 %,11.0,740765.7657658499999925923423423415,6734234.234235,6734234.234235,0.0,"",0.0,0.0,PT. Surya Makmur Kreasindo,"",081515111951,"",0.0,0.0
01/04/2024,Faktur Pembelian,PJL-24-04-00003,PT. Surya Makmur Kreasindo (HJ),Lunas,"",38899999.999994,0.0,15/04/2024,35045045.04504,3854954.954954,38899999.999994,"",SURABAYA,"","",CV TIGA NUSA,"",* PRINTER EPSON L3210,"","",15.0,UNIT,1887387.387387,0.00 %,11.0,3114189.1891885499999688581081081145,28310810.810805,28310810.810805,0.0,"",0.0,0.0,PT. Surya Makmur Kreasindo,"",081515111951,"",0.0,0.0
01/04/2024,Faktur Pembelian,JL.2404.00230,CANDRA (BLESSING),Lunas,"",12240000.0,0.0,15/04/2024,12240000.0,0.0,12240000.0,"","","","",PERDANA,"",PROJECTOR EPSON EB E500 3300 LUMENS,"","",2.0,UNIT,5490000.0,0.00 %,"",0.0,10980000.0,10980000.0,0.0,"",0.0,0.0,"","","","",0.0,0.0
01/04/2024,Faktur Pembelian,JL.2404.00230,CANDRA (BLESSING),Lunas,"",12240000.0,0.0,15/04/2024,12240000.0,0.0,12240000.0,"","","","",PERDANA,"",SAMSUNG 24 LS24330GAEXXD 24 FHD IPS 100HZ,"","",1.0,UNIT,1260000.0,0.00 %,"",0.0,1260000.0,1260000.0,0.0,"",0.0,0.0,"","","","",0.0,0.0
01/04/2024,Faktur Pembelian,JL.2404.00328,CANDRA (BLESSING),Lunas,"",25740000.0,0.0,15/04/2024,25740000.0,0.0,25740000.0,"","","","",PERDANA,"",PRINTER EPSON L3210,"","",12.0,UNIT,2145000.0,0.00 %,"",0.0,25740000.0,25740000.0,0.0,"",0.0,0.0,"","","","",0.0,0.0
01/04/2024,Faktur Pembelian,S240401020,DYNAMICS MATARAM,Lunas,"",15630000.0,0.0,15/04/2024,15630000.0,0.0,15630000.0,"","","","","","",PRINTER EPSON L3210,"","",1.0,UNIT,2180000.0,0.00 %,"",0.0,2180000.0,2180000.0,0.0,"",0.0,0.0,"","","","",0.0,0.0
01/04/2024,Faktur Pembelian,S240401020,DYNAMICS MATARAM,Lunas,"",15630000.0,0.0,15/04/2024,15630000.0,0.0,15630000.0,"","","","","","",ASUS TP3402VA OLEDS552 I5-13500H 8GB 512GB SSD WIN 11 RD,"","",1.0,UNIT,13450000.0,0.00 %,"",0.0,13450000.0,13450000.0,0.0,"",0.0,0.0,"","","","",0.0,0.0
01/04/2024,Faktur Pembelian,001783,LILI (PLATINUM),Lunas,BAYAR,540000.0,0.0,01/05/2024,540000.0,0.0,540000.0,"","","","","","",KEYBOARD LAPTOP HP 14S,"","",3.0,PCS,80000.0,0.00 %,"",0.0,240000.0,240000.0,0.0,"",0.0,0.0,"","","","",0.0,0.0
01/04/2024,Faktur Pembelian,001783,LILI (PLATINUM),Lunas,BAYAR,540000.0,0.0,01/05/2024,540000.0,0.0,540000.0,"","","","","","",ADAPTOR ASUS 19V 4.74A 5.5X25 AIO,"","",2.0,PCS,150000.0,0.00 %,"",0.0,300000.0,300000.0,0.0,"",0.0,0.0,"","","","",0.0,0.0
01/04/2024,Faktur Pembelian,PJ240142,ATC,Lunas,"",26050000.0,0.0,15/04/2024,26050000.0,0.0,26050000.0,"","","","","","",ALL IN ONE ASUS V222GAK INTEL J4025 4GB 256GB SSD WIN 11,"","",5.0,UNIT,5210000.0,0.00 %,"",0.0,26050000.0,26050000.0,0.0,"",0.0,0.0,"","","","",0.0,0.0
01/04/2024,Faktur Pembelian,FK 6619,BETA COM,Lunas,"",7668000.0,0.0,01/05/2024,7668000.0,0.0,7668000.0,"","","","","","",TINTA CANON ORI 790 BLACK,"","",72.0,PCS,106500.0,0.00 %,"",0.0,7668000.0,7668000.0,0.0,"",0.0,0.0,"","","","",0.0,0.0
01/04/2024,Faktur Pembelian,2404002,ANDY (JMK),Lunas,"",12000000.0,0.0,01/05/2024,12000000.0,0.0,12000000.0,"","","","","","",KABEL LAN ZIMM LINK,"","",30.0,DUS,400000.0,0.00 %,"",0.0,12000000.0,12000000.0,0.0,"",0.0,0.0,"","","","",0.0,0.0
02/04/2024,Faktur Pembelian,15400,PT TERA DATA INDONUSA,Lunas,"",200000.0,0.0,02/05/2024,180180.18018,19819.81982,200000.0,"","","","",CV TIGA NUSA,"",* KEY AXIOO 14E + COVER,"","",1.0,PCS,180180.18018,0.00 %,11.0,19819.819819799999999801801801802,180180.18018,180180.18018,0.0,"",0.0,0.0,"","","","",0.0,0.0
